Timestamp,I will use my new powers...,Sample Question 2,The course delivered its advertised curriculum.,This instructor communicated content clearly.,What could the instructor do better next time?,"In general, what would make this training better next time?",Unnamed: 7,How did you hear about this training?,"After this training, if my schedule allows, I would be interested in attending another D-Lab training.","What trainings, workshops, or working groups would you like to see the D-Lab offer?",Unnamed: 11,What kind of data are you working with / would you like to work with?,"What department, school, program, or organization at Berkeley are you associated with?",Unnamed: 14,What other services (besides training) could D-Lab help you with?,"What department, school, program, or organization at Berkeley are you associated with?.1","Any other information or comments you want to share? What training, working groups, or services would you like to see the D-Lab offer? What kind of data are you working with/would you like to work with? What is the greatest technical challenge to your research?",What was the most helpful part of the training for you?,What was the most disappointing part of this training for you?,"I left with new knowledge, skills, and/or resources that are useful for my research.",What is the greatest technical challenge to your research?,I will use my new skills and powers...,How did you hear about this training?.1,Instructor.1,Please indicate your gender.,Please describe your race/ethnicity. Check all that apply.   ,"People may experience barriers to learning or participating in data intensive social science because of their race/ethnicity, gender, social or economic background, or prior exposure. Have you experienced these kinds of barriers?",Have you experienced these barriers in the D-Lab?,"If yes, what factors contributed to these barriers?",What is your career stage or position?
1/28/2015 9:33:22,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,Haas PhD,,,"PhD student, pre-dissertation",Instructor was great!,,,7,,,,,Male/Man,White,1.0,1.0,,
1/28/2015 9:31:45,,,5,6,,,,Heard about it from a friend/colleague,7.0,,,,Econ and Psych. Haas Institute,,,Undergraduate student,,,,6,,,,,Female/Woman,International,2.0,1.0,,
1/28/2015 9:30:08,,,6,7,,,,Found it on the D-Lab website,7.0,,,,GSPP,,,Masters student,More appointments to attend SAS workshops!,,,7,,,,,Male/Man,Asian American,1.0,1.0,,
1/28/2015 9:29:03,,,3,5,,,,Heard about it from a friend/colleague,7.0,,,,Haas Institute,,,Visiting fellow or researcher,Immediate share of talk slides during talk (printed) + online post event,,,5,,,,,Female/Woman,"White, White Non-Hispanic",5.0,5.0,,
1/28/2015 9:25:50,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,Haas and CNR,,,Undergraduate student,,,,6,,,,,Female/Woman,International,1.0,1.0,,
1/28/2015 9:24:47,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,The Berkeley MFE (HAAS),,,Staff,"High frequency data (TAQ, TV-ITCH, EBS, etc).",,,7,,,,,Male/Man,White,1.0,1.0,,
1/28/2015 9:22:48,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Haas,,,"PhD student, dissertation stage",,,,7,,,,,Male/Man,Asian American,1.0,1.0,,
1/28/2015 9:20:04,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Haas,,,"PhD student, pre-dissertation",,,,7,,,,,Female/Woman,White,2.0,2.0,,
1/28/2015 9:18:56,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,Real Estate Group - Haas School,,,"PhD student, dissertation stage",,,,6,,,,,Male/Man,Indian,1.0,1.0,,
1/28/2015 9:17:33,,,7,7,,,,Heard about it from a friend/colleague,,,,,,,,Masters student,"Machine learning, more business Data Analyst, maybe have the webinars for other students",,,7,,,,,Male/Man,Asian American,1.0,1.0,,
1/28/2015 8:04:48,,,7,7,,,,Don't remember,7.0,,,,,,,Administrative staff title,,,,5,,,,,Male/Man,Decline to state,3.0,2.0,,
1/27/2015 22:25:41,,,7,7,,,,Email from another mailing list,7.0,,,,Haas,,,"PhD student, dissertation stage",,,,7,,,,,Male/Man,White,4.0,1.0,,
1/21/2015 10:34:24,,,7,6,,,,Email from another mailing list,6.0,,,,library,,,library staff with PhD,The text analysis workshop probably ought to mention basic R as a prerequisite.,,,6,,,,,Female/Woman,"Asian American, White",4.0,2.0,,
1/20/2015 18:07:29,,,5,5,,,,Email from the D-Lab mailing list,7.0,,,,,,,,,,,6,,,,,,White,3.0,1.0,,
1/20/2015 10:55:13,,,4,5,,,,Don't remember,7.0,,,,,,,"PhD student, pre-dissertation","BCE took up way to much time.  Perhaps an add on session before the intensive starts so that the intensive could be just about text analysis.  I walked away without the tools I hoped to have to work with my data.  I will plan to attend another one if it is offered again and think Nick did the best he could given the circumstances.  It would have been better for all of us to close our laptops and watch him then continue trying to set up BCE and not learn what we came to learn.  Great instructor, but the session was poorly organized.  A list of additional resources would be helpful to.  I would read books and articles had they been suggested.",,,2,,,,,Decline to state,Decline to state,3.0,1.0,,
1/20/2015 10:53:18,,,6,6,,,,Email from another mailing list,7.0,,,,Law School,,,Librarian,,,,6,,,,,Male/Man,White,1.0,1.0,,
1/20/2015 10:40:42,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,None Toule University MPH,,,Masters student,Great Training Please offer intermediate cause at some point,,,7,,,,,Male/Man,White,1.0,1.0,,
1/20/2015 10:39:16,,,7,7,,,,Found it on the D-Lab website,7.0,,,,UC Berkeley School of Public Health,,,,,,,7,,,,,,,,,,
1/20/2015 10:38:27,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Public Health,,,Masters student,,,,7,,,,,Female/Woman,White,1.0,1.0,,
1/20/2015 10:37:17,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,GSPP,,,Masters student,,,,7,,,,,Female/Woman,African American/Black,1.0,1.0,,
1/20/2015 10:35:30,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,GSPP,,,Masters student,,,,7,,,,,Female/Woman,White,1.0,1.0,,
1/20/2015 10:34:18,,,7,6,,,,Heard about it from a friend/colleague,7.0,,,,Goldman School of Public Policy,,,Masters student,,,,7,,,,,Female/Woman,White,3.0,1.0,,
1/20/2015 10:33:05,,,6,7,,,,Found it on the D-Lab website,7.0,,,,,,,Masters student,,,,7,,,,,Female/Woman,White,1.0,1.0,,
1/19/2015 10:49:44,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,n/a,,,"Senior Associate, non-profit multi-disciplinary research institute",,,,6,,,,,Male/Man,White,1.0,1.0,,
1/18/2015 7:18:32,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Goldman School of Public Policy,,,Masters student,The exercises Pat had us do to apply our learning were particularly helpful and I appreciated the use of current real world data sets and examples. My only suggestion is to add a short break or two.,,,7,,,,,Female/Woman,White,1.0,1.0,,
1/17/2015 10:29:19,,,5,6,,,,Heard about it from a friend/colleague,7.0,,,,,,,Masters student,"Pacing was a bit on the slower side, but the training was good overall.",,,6,,,,,Male/Man,Decline to state,2.0,1.0,,
1/17/2015 10:13:40,,,7,6,,,,Heard about it from a friend/colleague,7.0,,,,Goldman School of Public Policy,,,Masters student,,,,6,,,,,Female/Woman,White,3.0,1.0,,
1/16/2015 16:25:17,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,CSTNS,,,Visiting fellow or researcher,,,,7,,,,,Male/Man,White,1.0,1.0,,
1/16/2015 12:55:52,,,7,5,,,,Found it on the D-Lab website,7.0,,,,Psychology,,,Postdoctoral researcher,"Suggest make this training longer, time ran and lots of important stuff were not covered. 
Kai",,,7,,,,,Male/Man,Asian American,1.0,1.0,,
1/16/2015 12:53:29,,,7,6,,,,Found it on the D-Lab website,7.0,,,,HWNI,,,Postdoctoral researcher,"I would suggest make this training 3 or at least 2.5 Hrs. Lots of useful content but the pace was a bit fast.
",,,7,,,,,Male/Man,Asian American,1.0,1.0,,
1/16/2015 12:33:10,,,5,5,,,,Heard about it from a friend/colleague,7.0,,,,Biostats,,,Masters student,,,,5,,,,,Female/Woman,White,2.0,1.0,,
1/16/2015 12:26:07,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Epidemiology/ Biostatistics,,,Masters student,,,,7,,,,,Male/Man,Asian American,1.0,1.0,,
1/16/2015 12:23:35,,,7,7,,,,Found it on the D-Lab website,7.0,,,,School of Public Health,,,Postdoctoral researcher,,,,7,,,,,Female/Woman,White,4.0,1.0,,
1/16/2015 12:21:04,,,6,6,,,,Found it on the D-Lab website,6.0,,,,Psych,,,"PhD student, dissertation stage",Better organized with the time and not so much with stuff in R. Too much overlap with the previous R class this week. Half of the class covered material that was already covered in the previous class! ,,,6,,,,,Female/Woman,International,1.0,1.0,,
1/16/2015 12:20:28,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Joint Medical Program,,,Masters student,"I love D-lab! It's really nice to not feel ""alone"" as a beginner. D-lab really reminds you it is never too late or embarrassing to learn. Chris is especially welcoming to questions and I liked the output files he gives us to use + learn from. Thank you!",,,7,,,,,Female/Woman,White,1.0,1.0,,
1/16/2015 12:17:52,,,6,5,,,,Found it on the D-Lab website,6.0,,,,Grad Student,,,,,,,6,,,,,,,,,,
1/16/2015 12:16:22,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Masters student,,,,6,,,,,Male/Man,Asian American,3.0,1.0,,
1/16/2015 12:14:59,,,6,5,,,,Found it on the D-Lab website,7.0,,,,Linguistics,,,"PhD student, dissertation stage",,,,7,,,,,Female/Woman,White,4.0,1.0,,
1/16/2015 12:12:50,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,UCSF SOM,,,Med Student,,,,7,,,,,Female/Woman,"Latino/Chicano, Caribbean",1.0,1.0,,
1/16/2015 12:10:37,,,7,7,,,,Found it on the D-Lab website,7.0,,,,GSPP,,,Masters student,,,,7,,,,,Male/Man,White,3.0,2.0,Prior experience,
1/16/2015 8:58:42,,,4,4,,,,Found it on the D-Lab website,5.0,,,,,,,"PhD student, pre-dissertation",The workshop could have been more efficient had we were actually executing all the commands in R and trying to write some of them on our own.,,,2,,,,,Female/Woman,White,5.0,2.0,,
1/15/2015 21:30:49,,,6,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,,,,,6,,,,,Female/Woman,White,3.0,1.0,,
1/15/2015 21:29:48,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,,,,,7,,,,,Female/Woman,White,3.0,1.0,Instructors,
1/15/2015 21:28:46,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Community member with PhD,,,,7,,,,,Female/Woman,White,3.0,1.0,,
1/15/2015 17:03:53,,,5,6,,,,Found it on the D-Lab website,7.0,,,,,,,Masters student,,,,5,,,,,Male/Man,White,3.0,2.0,Prior Preparation,
1/15/2015 16:53:27,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,ISEEES,,,"PhD student, dissertation stage",,,,5,,,,,Female/Woman,White,1.0,1.0,,
1/15/2015 16:36:53,,,6,7,,,,Found it on the D-Lab website,7.0,,,,graduate student,,,,,,,6,,,,,,Decline to state,,,,
1/15/2015 16:35:29,,,5,5,,,,Found it on the D-Lab website,5.0,,,,,,,Postdoctoral researcher,"Far more useful than day 1. This should have been day 1, in fact could have been 10 times faster.",,,6,,,,,Male/Man,White,1.0,1.0,,
1/15/2015 16:33:24,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Postdoctoral researcher,,,,7,,,,,Female/Woman,White,,,,
1/15/2015 16:32:17,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,CSTNS,,,Visiting fellow or researcher,,,,7,,,,,Male/Man,White,1.0,1.0,,
1/15/2015 16:30:11,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,SPH,,,"PhD student, dissertation stage",Too slow!,,,4,,,,,Male/Man,White,1.0,1.0,,
1/15/2015 16:28:54,,,7,7,,,,Heard about it from a friend/colleague,6.0,,,,,,,,,,,7,,,,,,Decline to state,,,,
1/15/2015 16:27:48,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,GSPP,,,Masters student,,,,6,,,,,Male/Man,Asian American,2.0,1.0,,
1/15/2015 14:21:32,,,6,6,,,,Found it on the D-Lab website,7.0,,,,,,,"PhD student, dissertation stage","Chris showed us very cool things, but my windows system requires some perl to run the packages he used, so I didn't learn that part. 

We covered 1/4 content in the hour and 1/2 content in 30 minutes. Maybe we need extend the course time to cover everything. ",,,5,,,,,Female/Woman,International,1.0,1.0,,
1/15/2015 14:10:23,,,5,6,,,,Found it on the D-Lab website,6.0,,,,,,,,,,,5,,,,,,,,,,
1/15/2015 14:07:54,,,5,6,,,,Email from another mailing list,5.0,,,,Linguistics,,,"PhD student, pre-dissertation",,,,6,,,,,Female/Woman,White,3.0,2.0,,
1/15/2015 14:07:07,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,ERG,,,Masters student,"Great class, very useful",,,7,,,,,Female/Woman,White,,,,
1/15/2015 14:05:25,,,6,7,,,,Email from another mailing list,6.0,,,,Linguistics,,,"PhD student, dissertation stage",Memory management in R  :-(,,,6,,,,,Female/Woman,White,1.0,1.0,,
1/15/2015 14:04:18,,,7,7,,,,Email from the D-Lab mailing list,6.0,,,,Geography,,,"PhD student, dissertation stage",,,,6,,,,,Male/Man,White,1.0,1.0,,
1/15/2015 14:02:43,,,7,7,,,,Heard about it from a friend/colleague,5.0,,,,,,,,The staff shouldn't detract from the materials. If you have to answer the phone thats fine. But have your conversation at a reasonable volume. Same with the people who came in for services. Do not interrupt the middle of class to hand out candy. You can wait until a break. For other people who pitch in help - it does very little good to present information from memory. Please model what you are discussing by using an actual visual program.,,,7,,,,,,,,,,
1/15/2015 13:57:53,,,4,5,,,,Email from the D-Lab mailing list,7.0,,,,Public Health,,,Masters student,,,,6,,,,,Female/Woman,White,1.0,1.0,,
1/15/2015 13:56:40,,,5,3,,,,,6.0,,,,,,,Administrative staff title,It is better to structure class intro as if setting up a completely new system rather than BCE if in a course of multiple units. I've seen BCE Sail multiple times,,,5,,,,,Male/Man,,,,,
1/15/2015 13:54:19,,,5,6,,,,Email from home department,7.0,,,,Psych,,,"PhD student, pre-dissertation",,,,5,,,,,Female/Woman,Asian American,3.0,2.0,,
1/15/2015 13:53:45,,,4,3,,,,Found it on the D-Lab website,4.0,,,,,,,Postdoctoral researcher,"I think the earlier R sessions that were more hands-on (everyone is frantically trying to type the simple code themselves, as the instructor types it as well) is _way_ more helpful than just seeing an instructor going through a pre-prepared massive list of commands. 

That is, I'd prefer to be forced to DO 10 commands myself, than to just watch an instructor run 100 commands (and have no chance of doing those 100 myself.) If I wanted the 100 version, there are a million web resources I could use myself. The advantage to sitting in a classroom is to be forced to do everything with the instructor. So the instructor should only do what they can type during the session. (Basically, Clara's classes rocked.)",,,3,,,,,Male/Man,White,,,,
1/15/2015 13:52:56,,,4,6,,,,Heard about it from a friend/colleague,6.0,,,,,,,"PhD student, dissertation stage",,,,4,,,,,,,,,,
1/15/2015 13:52:05,,,3,3,,,,Found it on the D-Lab website,5.0,,,,,,,,,,,3,,,,,,,,,,
1/15/2015 13:51:24,,,4,4,,,,Heard about it from a friend/colleague,6.0,,,,ERG-GSPP,,,Masters student,Some technical difficulties weren't resolved before class and lots of time was wasted getting set up. Wish there were more fundamentals rather than going through an existing notebook.,,,4,,,,,Female/Woman,White,,,,
1/15/2015 13:50:38,,,7,7,,,,Heard about it from a friend/colleague,5.0,,,,None,,,Research Assistant at Nonprofit research institute,This was very useful and has definitely piqued my interest in learning and using R in my work. This is a great program! Thanks!,,,7,,,,,Male/Man,White,1.0,1.0,,
1/15/2015 13:48:51,,,6,5,,,,Heard about it from a friend/colleague,5.0,,,,,,,,,,,5,,,,,,,,,,
1/15/2015 13:48:12,,,5,5,,,,Found it on the D-Lab website,5.0,,,,,,,,,,,5,,,,,,,,,,
1/15/2015 13:47:37,,,5,5,,,,Found it on the D-Lab website,6.0,,,,Psych,,,"PhD student, dissertation stage","She is super friendly and warm, but I did not learn much about how to use Python. The course just tried out the written scripts. I think the examples should be more general.",,,2,,,,,Female/Woman,International,1.0,1.0,,
1/15/2015 13:45:31,,,5,5,,,,Heard about it from a friend/colleague,6.0,,,,Linguistics,,,"PhD student, dissertation stage",,,,6,,,,,Female/Woman,White,1.0,1.0,,
1/15/2015 13:44:10,,,1,3,,,,Email from the D-Lab mailing list,4.0,,,,Geography,,,"PhD student, dissertation stage",Wasted a huge amount of time fighting w/ non-python tech issues today - very frustrating! Would also like a better sense of how 4 day workshop is structured - not sure where we are going?,,,2,,,,,Male/Man,White,1.0,1.0,,
1/15/2015 13:41:40,,,4,3,,,,Found it on the D-Lab website,4.0,,,,CEGA,,,Administrative staff title,"It was frustrating to not get things, we could explore before hand. Frustrating that BCE was not ready to roll right off the bat.",,,3,,,,,Male/Man,Pacific Islander,5.0,2.0,,
1/15/2015 13:38:21,,,5,5,,,,Found it on the D-Lab website,7.0,,,,Public Health,,,"PhD student, dissertation stage","A bit slow getting started, but otherwise great",,,5,,,,,Male/Man,White,1.0,1.0,,
1/15/2015 13:36:41,,,3,3,,,,Email from the D-Lab mailing list,5.0,,,,,,,Academic staff title,,,,4,,,,,Female/Woman,"Asian American, White",2.0,2.0,Instructors and material used,
1/15/2015 13:33:38,,,4,5,,,,Heard about it from a friend/colleague,6.0,,,,GSPP,,,Masters student,"Would have like more hands-on, applied coding rather than just clicking play and seeing output on iPython notebook.",,,4,,,,,Male/Man,Asian American,2.0,1.0,,
1/15/2015 13:30:49,,,2,3,,,,Heard about it from a friend/colleague,4.0,,,,,,,Postdoctoral researcher,"If day 1 of an intensive training is an advanced overview instead of nuts & bolts (that do not require a million dependencies), then do not expect everyone to install and run themselves. Following along is fine, but please make nuts & bolts day 1. Simple logic operators. Instuctor showing great complicated examples is great, but that should only be a small portion. Also, not everyone needs to run all of the code themselves when they cannot possibly understand 90+% of it.",,,1,,,,,Male/Man,White,1.0,1.0,,
1/15/2015 13:24:56,,,5,4,,,,Email from the D-Lab mailing list,7.0,,,,GSPP,,,Masters student,,,,7,,,,,Male/Man,White,2.0,1.0,,
1/15/2015 13:06:40,,,7,6,,,,Found it on the D-Lab website,7.0,,,,IB,,,"PhD student, pre-dissertation",more non-social science focused stuff :),,,5,,,,,Female/Woman,White,1.0,1.0,,
1/15/2015 13:04:34,,,6,7,,,,Found it on the D-Lab website,6.0,,,,,,,Visiting fellow or researcher,Great class!,,,6,,,,,Female/Woman,International,2.0,2.0,Learning materials,
1/15/2015 13:02:02,,,6,6,,,,Heard about it from a friend/colleague,6.0,,,,Biostats,,,Masters student,,,,6,,,,,Female/Woman,White,2.0,1.0,,
1/15/2015 13:00:13,,,6,7,,,,Don't remember,6.0,,,,Physics,,,"PhD student, dissertation stage",,,,5,,,,,Female/Woman,White,1.0,1.0,,
1/15/2015 12:58:30,,,5,6,,,,Found it on the D-Lab website,7.0,,,,,,,Masters student,,,,6,,,,,Male/Man,White,1.0,1.0,,
1/15/2015 12:47:31,,,5,6,,,,Heard about it from a friend/colleague,5.0,,,,Psych,,,"PhD student, dissertation stage",,,,5,,,,,Female/Woman,White,2.0,1.0,Instructors,
1/15/2015 12:45:54,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,UCSF SOM,,,Med Student,The R Script provided for this class was so helpful. Thanks!,,,7,,,,,Female/Woman,"Latino/Chicano, Caribbean",1.0,1.0,,
1/15/2015 12:43:54,,,6,7,,,,Found it on the D-Lab website,7.0,,,,Linguistics,,,"PhD student, pre-dissertation",,,,7,,,,,Male/Man,Asian American,1.0,1.0,,
1/15/2015 12:42:39,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Public Policy,,,Masters student,,,,7,,,,,Male/Man,White,3.0,2.0,Prior Preparation,
1/15/2015 12:41:41,,,7,6,,,,Found it on the D-Lab website,7.0,,,,n/a,,,"Senior Associate, non-profit multi-disciplinary research institute",,,,7,,,,,Male/Man,White,1.0,1.0,,
1/15/2015 12:40:57,,,6,6,,,,Found it on the D-Lab website,7.0,,,,GSPP,,,Masters student,Interested in how the D-lab can support R skill question during the semester,,,5,,,,,Male/Man,White,1.0,1.0,,
1/15/2015 12:39:04,,,6,5,,,,Found it on the D-Lab website,6.0,,,,GSPP,,,Masters student,,,,5,,,,,Male/Man,White,1.0,1.0,,
1/15/2015 11:53:14,,,6,7,,,,Found it on the D-Lab website,7.0,,,,psychology,,,"PhD student, dissertation stage","It is extremely helpful. I love this workshop series, although there are only two. I wish there will be more in the series such as causal inference. 
I work with quantitative data in psychology. ",,,7,,,,,Female/Woman,International,1.0,1.0,,
1/15/2015 11:52:29,,,6,7,,,,Heard about it from a friend/colleague,6.0,,,,IB,,,"PhD student, pre-dissertation",Great instructor who goes through step by step process with you in Rstudio which makes it easy to follow.  She doesn't work by powerpoint only but utilizes real examples so that students can follow along and go through any problems that s/he might have.  Overall a very great experience with Clara.,,,6,,,,,Female/Woman,Asian American,4.0,3.0,Learning materials,
1/15/2015 11:50:50,,,7,7,,,,Found it on the D-Lab website,7.0,,,,spych,,,"PhD student, pre-dissertation","Clara is patient, clear, and funny. A valuable instructor.",,,7,,,,,Female/Woman,White,5.0,2.0,,
1/15/2015 11:50:48,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Epidemiology/Biostatistics,,,Masters student,"I'd like to see some intensive data manipulation class, focusing on plyr, dplyr.",,,6,,,,,Male/Man,Asian American,1.0,1.0,,
1/15/2015 11:50:31,,,7,7,,,,Found it on the D-Lab website,7.0,,,,IEAS,,,"PhD student, dissertation stage","Clara is definitely one of the best instructors in D-Lab. She has made R so clear. Besides, the exercises during the class help to ease the fear to a new programming language. Thank you, D-Lab for arranging such useful training. ",,,7,,,,,Female/Woman,International,1.0,1.0,,
1/15/2015 11:49:24,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,GSPP,,,Masters student,"I'd love a class on presenting data/analysis in a visual way, with Stata, GIS, and other programs. It would also be nice to have a class on Excel, as well as Stata.",,,7,,,,,Female/Woman,White,1.0,1.0,,
1/15/2015 11:48:38,,,6,7,,,,,6.0,,,,Psychology,,,"PhD student, dissertation stage",I would love love love a workshop dealing with issues of multiple comparisons and false discovery rates,,,6,,,,,Female/Woman,White,2.0,1.0,Instructors,
1/15/2015 11:17:37,,,5,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,"PhD student, pre-dissertation",,,,7,,,,,Female/Woman,Decline to state,1.0,1.0,,
1/15/2015 11:14:28,,,7,7,,,,Found it on the D-Lab website,6.0,,,,East Asia Institute,,,"PhD student, pre-dissertation",good lecture well organized,,,7,,,,,Female/Woman,International,2.0,2.0,Learning materials,
